Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_2160 flag=1 multi=1.0000 len=326
>k141_1544 flag=1 multi=2.0000 len=573
>k141_1545 flag=1 multi=2.0000 len=323
>k141_2161 flag=1 multi=1.0000 len=631
>k141_1546 flag=1 multi=2.0000 len=424
>k141_1547 flag=1 multi=2.0000 len=393
>k141_2162 flag=1 multi=1.0000 len=521
>k141_2163 flag=1 multi=2.0000 len=484
>k141_1548 flag=1 multi=2.0000 len=582
>k141_1549 flag=1 multi=2.0000 len=310
>k141_2164 flag=0 multi=0.9930 len=425
>k141_2165 flag=1 multi=3.0000 len=517
>k141_2530 flag=1 multi=3.0000 len=727
>k141_2166 flag=0 multi=1.0000 len=701
>k141_2531 flag=1 multi=3.0000 len=715
>k141_2532 flag=1 multi=3.0000 len=363
>k141_2167 flag=1 multi=3.0000 len=468
>k141_2533 flag=1 multi=2.0000 len=320
>k141_2168 flag=1 multi=3.0000 len=478
>k141_2534 flag=1 multi=3.0000 len=580
>k141_2535 flag=1 multi=3.0000 len=672
>k141_2536 flag=1 multi=0.9547 len=472
>k141_2537 flag=1 multi=1.0000 len=1087
>k141_2538 flag=0 multi=1.0000 len=744
>k141_2539 flag=1 multi=2.0000 len=476
>k141_2169 flag=1 multi=4.0000 len=3534
>k141_1810 flag=1 multi=1.0000 len=605
>k141_1811 flag=1 multi=3.0000 len=625
>k141_1812 flag=0 multi=1.0000 len=201
>k141_2540 flag=1 multi=4.0000 len=1813
>k141_2541 flag=1 multi=2.0000 len=378
>k141_1813 flag=1 multi=4.0000 len=633
>k141_2542 flag=1 multi=2.0000 len=399
>k141_1814 flag=1 multi=3.0000 len=491
>k141_2543 flag=1 multi=2.0000 len=469
>k141_2544 flag=1 multi=2.0000 len=645
>k141_2545 flag=1 multi=2.0000 len=405
>k141_1815 flag=1 multi=5.0000 len=1254
>k141_2546 flag=1 multi=4.0000 len=399
>k141_1816 flag=1 multi=2.0000 len=393
>k141_2547 flag=1 multi=2.0000 len=358
>k141_2548 flag=1 multi=3.0000 len=405
>k141_2549 flag=1 multi=4.0000 len=729
>k141_2470 flag=1 multi=3.0000 len=634
>k141_1817 flag=1 multi=4.9823 len=3747
>k141_1818 flag=1 multi=3.0000 len=688
>k141_1819 flag=1 multi=1.0000 len=436
>k141_1820 flag=1 multi=3.0000 len=372
>k141_1821 flag=1 multi=3.0000 len=466
>k141_1822 flag=1 multi=4.0000 len=658
>k141_1823 flag=1 multi=3.0000 len=568
>k141_1824 flag=1 multi=3.0000 len=934
>k141_1825 flag=1 multi=3.0000 len=688
>k141_1826 flag=1 multi=2.0000 len=783
>k141_1827 flag=0 multi=1.0000 len=324
>k141_1828 flag=1 multi=3.0000 len=726
>k141_1829 flag=1 multi=3.0000 len=1215
>k141_1490 flag=1 multi=2.0000 len=561
>k141_1491 flag=1 multi=5.0000 len=1274
>k141_1492 flag=1 multi=3.0000 len=495
>k141_1493 flag=1 multi=2.0000 len=588
>k141_710 flag=0 multi=1.0000 len=376
>k141_711 flag=0 multi=1.0000 len=200
>k141_1494 flag=1 multi=2.0000 len=456
>k141_1496 flag=1 multi=3.0000 len=309
>k141_1497 flag=1 multi=2.0000 len=309
>k141_712 flag=1 multi=2.0000 len=945
>k141_713 flag=1 multi=1.0000 len=440
>k141_1498 flag=1 multi=6.0000 len=668
>k141_714 flag=1 multi=1.0000 len=344
>k141_715 flag=1 multi=1.0000 len=348
>k141_1499 flag=1 multi=2.0000 len=663
>k141_716 flag=1 multi=2.0000 len=395
>k141_1500 flag=0 multi=1.0000 len=339
>k141_717 flag=1 multi=2.0000 len=305
>k141_718 flag=1 multi=1.0000 len=303
>k141_1501 flag=1 multi=5.0000 len=666
>k141_1502 flag=1 multi=1.0000 len=389
>k141_719 flag=1 multi=1.0000 len=870
>k141_1503 flag=1 multi=2.0000 len=443
>k141_720 flag=1 multi=1.0000 len=382
>k141_1504 flag=1 multi=2.0000 len=359
>k141_1505 flag=1 multi=3.0000 len=442
>k141_722 flag=1 multi=1.0000 len=426
>k141_723 flag=0 multi=1.0000 len=200
>k141_1506 flag=1 multi=2.0000 len=361
>k141_725 flag=1 multi=1.0000 len=662
>k141_726 flag=1 multi=3.0000 len=364
>k141_1507 flag=1 multi=2.0000 len=939
>k141_727 flag=0 multi=1.0000 len=434
>k141_1508 flag=1 multi=3.0000 len=461
>k141_728 flag=1 multi=1.0000 len=307
>k141_729 flag=1 multi=1.0000 len=394
>k141_1509 flag=1 multi=3.0000 len=728
>k141_1930 flag=1 multi=2.0000 len=472
>k141_510 flag=1 multi=2.0000 len=375
>k141_511 flag=1 multi=1.0000 len=419
>k141_1931 flag=1 multi=2.0000 len=705
>k141_512 flag=1 multi=1.0000 len=502
>k141_1932 flag=1 multi=2.0000 len=313
>k141_1933 flag=1 multi=3.0000 len=434
>k141_513 flag=1 multi=1.0000 len=577
>k141_1934 flag=1 multi=2.0000 len=530
>k141_1935 flag=1 multi=3.0000 len=439
>k141_514 flag=1 multi=2.0000 len=794
>k141_1936 flag=1 multi=1.0000 len=467
>k141_515 flag=1 multi=1.0000 len=481
>k141_1937 flag=1 multi=2.0000 len=402
>k141_516 flag=1 multi=1.0000 len=364
>k141_1938 flag=1 multi=2.0000 len=541
>k141_517 flag=1 multi=1.0000 len=647
>k141_1939 flag=1 multi=3.0000 len=398
>k141_1940 flag=1 multi=2.0000 len=342
>k141_1941 flag=1 multi=3.0000 len=314
>k141_1942 flag=1 multi=3.0000 len=893
>k141_518 flag=1 multi=4.0000 len=1929
>k141_1943 flag=1 multi=3.0000 len=924
>k141_1944 flag=1 multi=3.0000 len=319
>k141_519 flag=1 multi=1.0000 len=1163
>k141_1945 flag=1 multi=4.0000 len=976
>k141_520 flag=1 multi=1.0000 len=604
>k141_1946 flag=1 multi=4.0000 len=394
>k141_521 flag=0 multi=1.0000 len=377
>k141_1947 flag=1 multi=2.0000 len=475
>k141_522 flag=1 multi=2.0000 len=562
>k141_1948 flag=1 multi=1.0000 len=549
>k141_1949 flag=1 multi=2.0000 len=400
>k141_524 flag=1 multi=1.0000 len=548
>k141_525 flag=1 multi=2.0000 len=307
>k141_1210 flag=1 multi=1.0000 len=512
>k141_1211 flag=1 multi=1.0000 len=303
>k141_526 flag=1 multi=1.0000 len=516
>k141_1212 flag=1 multi=3.0000 len=467
>k141_527 flag=1 multi=3.0000 len=633
>k141_1213 flag=1 multi=3.0000 len=634
>k141_1214 flag=1 multi=3.0000 len=527
>k141_528 flag=1 multi=2.0000 len=945
>k141_529 flag=1 multi=1.0000 len=450
>k141_1215 flag=1 multi=3.0000 len=606
>k141_42 flag=1 multi=2.0000 len=343
>k141_1216 flag=1 multi=3.0000 len=616
>k141_43 flag=1 multi=2.0000 len=768
>k141_1217 flag=1 multi=2.0000 len=485
>k141_1219 flag=1 multi=2.0000 len=339
>k141_44 flag=1 multi=4.0000 len=611
>k141_1220 flag=1 multi=1.0000 len=531
>k141_45 flag=1 multi=3.0000 len=451
>k141_1221 flag=1 multi=3.0000 len=357
>k141_46 flag=1 multi=4.0000 len=1187
>k141_1222 flag=1 multi=3.0000 len=1417
>k141_47 flag=1 multi=4.0000 len=610
>k141_1223 flag=1 multi=1.0000 len=672
>k141_48 flag=1 multi=2.0000 len=567
>k141_1224 flag=1 multi=2.0000 len=421
>k141_49 flag=1 multi=3.0000 len=811
>k141_1225 flag=1 multi=3.0000 len=595
>k141_50 flag=1 multi=2.0000 len=422
>k141_1226 flag=1 multi=3.0000 len=527
>k141_51 flag=1 multi=3.0000 len=310
>k141_52 flag=1 multi=1.0000 len=368
>k141_1227 flag=1 multi=3.0000 len=846
>k141_53 flag=1 multi=2.0000 len=839
>k141_1228 flag=1 multi=2.0000 len=730
>k141_54 flag=1 multi=2.0000 len=598
>k141_1229 flag=1 multi=2.0000 len=358
>k141_55 flag=0 multi=1.0000 len=301
>k141_56 flag=1 multi=2.0000 len=307
>k141_57 flag=1 multi=2.0000 len=320
>k141_831 flag=1 multi=1.0000 len=692
>k141_832 flag=1 multi=1.0000 len=533
>k141_58 flag=1 multi=1.0000 len=767
>k141_834 flag=1 multi=1.0000 len=794
>k141_59 flag=1 multi=3.0000 len=944
>k141_835 flag=0 multi=1.0000 len=314
>k141_60 flag=1 multi=3.0000 len=528
>k141_836 flag=1 multi=1.0000 len=467
>k141_837 flag=1 multi=1.0000 len=437
>k141_61 flag=1 multi=2.0000 len=506
>k141_838 flag=1 multi=1.0000 len=354
>k141_62 flag=0 multi=2.0000 len=330
>k141_1750 flag=1 multi=3.0000 len=814
>k141_839 flag=1 multi=3.0000 len=1180
>k141_1751 flag=1 multi=3.0000 len=487
>k141_1752 flag=1 multi=3.0000 len=497
>k141_840 flag=1 multi=3.0000 len=679
>k141_1753 flag=1 multi=3.0000 len=432
>k141_1754 flag=1 multi=2.0000 len=549
>k141_841 flag=1 multi=6.0000 len=1261
>k141_1755 flag=1 multi=4.0000 len=836
>k141_842 flag=1 multi=2.0000 len=308
>k141_1756 flag=1 multi=1.0000 len=543
>k141_843 flag=1 multi=2.0000 len=647
>k141_1757 flag=1 multi=2.0000 len=401
>k141_844 flag=0 multi=1.0000 len=259
>k141_1758 flag=1 multi=2.0000 len=314
>k141_845 flag=1 multi=3.0000 len=316
>k141_846 flag=0 multi=1.0000 len=307
>k141_1759 flag=1 multi=2.0000 len=479
>k141_847 flag=1 multi=2.0000 len=337
>k141_848 flag=1 multi=1.0000 len=389
>k141_849 flag=1 multi=2.0000 len=310
>k141_1760 flag=1 multi=1.0000 len=822
>k141_0 flag=0 multi=1.0000 len=433
>k141_1761 flag=1 multi=4.0000 len=307
>k141_1 flag=1 multi=2.0000 len=676
>k141_1762 flag=1 multi=3.0000 len=924
>k141_2 flag=1 multi=1.0000 len=553
>k141_1763 flag=1 multi=2.0000 len=362
>k141_3 flag=1 multi=1.0000 len=513
>k141_1764 flag=1 multi=3.0000 len=682
>k141_4 flag=1 multi=1.0000 len=444
>k141_1765 flag=1 multi=3.0000 len=340
>k141_5 flag=1 multi=2.0000 len=435
>k141_1766 flag=0 multi=1.0000 len=405
>k141_6 flag=1 multi=1.0000 len=514
>k141_7 flag=0 multi=1.0000 len=331
>k141_1768 flag=1 multi=3.0000 len=524
>k141_1769 flag=0 multi=1.0000 len=223
>k141_8 flag=1 multi=1.0000 len=479
>k141_9 flag=1 multi=1.0000 len=345
>k141_10 flag=1 multi=2.0000 len=327
>k141_670 flag=1 multi=2.0000 len=695
>k141_11 flag=0 multi=1.0000 len=322
>k141_12 flag=1 multi=1.0000 len=451
>k141_671 flag=1 multi=1.0000 len=521
>k141_672 flag=0 multi=1.0000 len=444
>k141_13 flag=1 multi=3.0000 len=743
>k141_673 flag=1 multi=2.0000 len=393
>k141_14 flag=1 multi=1.0000 len=392
>k141_674 flag=1 multi=1.0000 len=373
>k141_15 flag=0 multi=1.0000 len=322
>k141_675 flag=1 multi=3.0000 len=538
>k141_676 flag=1 multi=1.0000 len=358
>k141_16 flag=1 multi=3.0000 len=682
>k141_677 flag=1 multi=1.0000 len=318
>k141_17 flag=0 multi=1.0000 len=430
>k141_678 flag=1 multi=3.0000 len=608
>k141_679 flag=1 multi=3.0000 len=672
>k141_18 flag=1 multi=3.0000 len=1082
>k141_680 flag=0 multi=1.0000 len=310
>k141_683 flag=1 multi=1.0000 len=557
>k141_19 flag=1 multi=1.0000 len=780
>k141_20 flag=0 multi=1.0000 len=329
>k141_378 flag=1 multi=4.0000 len=805
>k141_684 flag=1 multi=2.0000 len=479
>k141_379 flag=1 multi=3.0000 len=602
>k141_381 flag=1 multi=1.0000 len=492
>k141_382 flag=1 multi=2.0000 len=458
>k141_685 flag=1 multi=4.0000 len=1308
>k141_686 flag=1 multi=2.0000 len=545
>k141_383 flag=1 multi=2.0000 len=625
>k141_384 flag=1 multi=1.0000 len=753
>k141_687 flag=0 multi=1.0000 len=900
>k141_385 flag=1 multi=3.0000 len=576
>k141_688 flag=1 multi=1.0000 len=521
>k141_386 flag=1 multi=1.0000 len=451
>k141_689 flag=1 multi=3.0000 len=466
>k141_387 flag=1 multi=2.0000 len=629
>k141_1350 flag=1 multi=1.0000 len=481
>k141_388 flag=1 multi=1.0000 len=682
>k141_1351 flag=1 multi=1.0000 len=713
>k141_1352 flag=1 multi=1.0000 len=319
>k141_1353 flag=1 multi=2.0000 len=775
>k141_1354 flag=1 multi=3.0000 len=309
>k141_1355 flag=0 multi=1.0000 len=505
>k141_1356 flag=1 multi=2.0000 len=357
>k141_1357 flag=1 multi=1.0000 len=504
>k141_1358 flag=1 multi=1.0000 len=445
>k141_1359 flag=1 multi=1.0000 len=374
>k141_1360 flag=1 multi=1.0000 len=1126
>k141_1361 flag=1 multi=3.0000 len=1067
>k141_1362 flag=1 multi=2.0000 len=322
>k141_1363 flag=0 multi=1.0000 len=499
>k141_1364 flag=1 multi=2.0000 len=686
>k141_2471 flag=1 multi=8.0000 len=16500
>k141_1365 flag=1 multi=3.0000 len=547
>k141_1366 flag=1 multi=2.0000 len=497
>k141_1367 flag=1 multi=1.0000 len=489
>k141_2472 flag=1 multi=3.0000 len=1156
>k141_1368 flag=1 multi=2.0000 len=370
>k141_2473 flag=0 multi=1.0000 len=232
>k141_2474 flag=1 multi=2.0000 len=353
>k141_2475 flag=1 multi=1.0000 len=787
>k141_2476 flag=1 multi=3.0000 len=380
>k141_1369 flag=1 multi=4.0000 len=1476
>k141_794 flag=0 multi=1.0000 len=641
>k141_2477 flag=1 multi=1.0000 len=711
>k141_795 flag=1 multi=3.0000 len=562
>k141_796 flag=1 multi=3.0000 len=647
>k141_797 flag=1 multi=2.0000 len=555
>k141_2478 flag=1 multi=3.0000 len=1405
>k141_798 flag=1 multi=1.0000 len=503
>k141_2479 flag=1 multi=5.0000 len=703
>k141_799 flag=1 multi=2.0000 len=700
>k141_2480 flag=1 multi=2.0000 len=319
>k141_800 flag=1 multi=2.0000 len=413
>k141_389 flag=1 multi=2.0000 len=373
>k141_2481 flag=1 multi=2.0000 len=342
>k141_801 flag=1 multi=3.0000 len=312
>k141_802 flag=1 multi=2.0000 len=327
>k141_2482 flag=1 multi=3.0000 len=556
>k141_803 flag=1 multi=2.0000 len=359
>k141_2483 flag=1 multi=4.0000 len=559
>k141_804 flag=1 multi=1.0000 len=433
>k141_805 flag=1 multi=3.0000 len=521
>k141_806 flag=1 multi=3.0000 len=484
>k141_807 flag=1 multi=2.0000 len=633
>k141_2484 flag=1 multi=3.0000 len=1524
>k141_808 flag=1 multi=4.0000 len=582
>k141_2485 flag=1 multi=3.0000 len=699
>k141_809 flag=0 multi=1.0000 len=344
>k141_1127 flag=1 multi=3.0000 len=597
>k141_1128 flag=1 multi=3.0000 len=576
>k141_1129 flag=1 multi=2.0000 len=484
>k141_2486 flag=1 multi=2.0000 len=1179
>k141_650 flag=1 multi=2.0000 len=387
>k141_651 flag=1 multi=5.0000 len=476
>k141_2487 flag=1 multi=2.0000 len=685
>k141_652 flag=1 multi=1.0000 len=436
>k141_2488 flag=1 multi=2.0000 len=416
>k141_2489 flag=1 multi=2.0000 len=337
>k141_653 flag=1 multi=3.0000 len=857
>k141_654 flag=1 multi=2.0000 len=320
>k141_655 flag=1 multi=1.0000 len=426
>k141_656 flag=1 multi=3.0000 len=1034
>k141_657 flag=1 multi=1.0000 len=827
>k141_658 flag=1 multi=3.0000 len=1512
>k141_659 flag=1 multi=1.0000 len=327
>k141_660 flag=1 multi=2.0000 len=690
>k141_661 flag=1 multi=1.0000 len=460
>k141_662 flag=1 multi=2.0000 len=905
>k141_664 flag=0 multi=1.0000 len=646
>k141_665 flag=1 multi=4.0000 len=713
>k141_666 flag=1 multi=1.0000 len=619
>k141_667 flag=1 multi=2.0000 len=492
>k141_668 flag=1 multi=3.0000 len=1337
>k141_669 flag=0 multi=1.0000 len=212
Processing file: SRR5723882_LM1_cutadapter_finalcontigs.fa
>k141_63 flag=1 multi=1.0000 len=660
>k141_123 flag=1 multi=1.0000 len=460
>k141_124 flag=1 multi=1.0000 len=528
>k141_64 flag=0 multi=1.0000 len=941
>k141_125 flag=1 multi=1.0000 len=481
>k141_65 flag=0 multi=1.7925 len=729
>k141_120 flag=0 multi=1.0000 len=468
>k141_210 flag=1 multi=1.0000 len=672
>k141_121 flag=1 multi=2.0000 len=766
>k141_211 flag=0 multi=1.0000 len=480
>k141_212 flag=1 multi=1.0000 len=559
>k141_122 flag=1 multi=1.0000 len=1015
>k141_358 flag=1 multi=1.0000 len=309
>k141_231 flag=1 multi=2.0000 len=352
>k141_359 flag=1 multi=1.0000 len=415
>k141_232 flag=0 multi=1.0000 len=488
>k141_192 flag=1 multi=3.0000 len=351
>k141_233 flag=1 multi=1.0000 len=512
>k141_193 flag=1 multi=1.0000 len=576
>k141_321 flag=1 multi=1.0000 len=655
>k141_194 flag=1 multi=1.0000 len=579
>k141_322 flag=1 multi=1.0000 len=302
>k141_323 flag=1 multi=1.0000 len=610
>k141_279 flag=1 multi=1.0000 len=671
>k141_280 flag=1 multi=1.0000 len=358
>k141_281 flag=1 multi=1.0000 len=527
>k141_81 flag=1 multi=1.0000 len=809
>k141_288 flag=1 multi=2.0000 len=417
>k141_289 flag=1 multi=1.0000 len=328
>k141_82 flag=1 multi=2.0000 len=611
>k141_83 flag=1 multi=1.0000 len=504
>k141_290 flag=1 multi=1.9446 len=664
>k141_48 flag=1 multi=1.0000 len=367
>k141_162 flag=1 multi=1.0000 len=514
>k141_49 flag=1 multi=1.0000 len=502
>k141_50 flag=0 multi=1.0000 len=335
>k141_234 flag=1 multi=2.0000 len=337
>k141_163 flag=1 multi=4.0000 len=657
>k141_235 flag=0 multi=1.0000 len=516
>k141_164 flag=1 multi=1.0000 len=487
>k141_141 flag=1 multi=1.0000 len=336
>k141_142 flag=1 multi=1.0000 len=492
>k141_236 flag=1 multi=1.0000 len=779
>k141_333 flag=1 multi=1.0000 len=324
>k141_143 flag=1 multi=2.0000 len=531
>k141_334 flag=1 multi=1.0000 len=620
>k141_348 flag=1 multi=1.0000 len=519
>k141_335 flag=0 multi=1.0000 len=310
>k141_153 flag=1 multi=2.0000 len=379
>k141_154 flag=1 multi=1.0000 len=423
>k141_349 flag=1 multi=1.0000 len=930
>k141_350 flag=1 multi=3.0000 len=463
>k141_155 flag=1 multi=2.0000 len=642
>k141_364 flag=1 multi=2.0000 len=399
>k141_365 flag=1 multi=1.0000 len=415
>k141_240 flag=1 multi=1.9028 len=995
>k141_132 flag=1 multi=1.0000 len=670
>k141_241 flag=1 multi=1.0000 len=375
>k141_242 flag=1 multi=1.0000 len=348
>k141_133 flag=1 multi=2.0000 len=465
>k141_225 flag=1 multi=1.0000 len=407
>k141_226 flag=1 multi=2.0000 len=321
>k141_134 flag=1 multi=2.0000 len=592
>k141_282 flag=1 multi=2.0000 len=422
>k141_283 flag=1 multi=2.0000 len=423
>k141_327 flag=1 multi=1.0000 len=308
>k141_328 flag=1 multi=1.0000 len=391
>k141_329 flag=1 multi=1.0000 len=815
>k141_60 flag=1 multi=2.0000 len=310
>k141_284 flag=1 multi=2.0000 len=1580
>k141_61 flag=1 multi=2.0000 len=579
>k141_177 flag=1 multi=1.0000 len=491
>k141_62 flag=0 multi=1.0000 len=386
>k141_178 flag=1 multi=2.0000 len=439
>k141_129 flag=0 multi=1.0000 len=346
>k141_130 flag=1 multi=2.0000 len=436
>k141_131 flag=1 multi=2.0000 len=547
>k141_366 flag=1 multi=1.0000 len=463
>k141_179 flag=1 multi=1.0000 len=940
>k141_367 flag=1 multi=2.0000 len=307
>k141_12 flag=1 multi=2.0000 len=301
>k141_285 flag=0 multi=1.0000 len=556
>k141_286 flag=1 multi=1.0000 len=422
>k141_13 flag=1 multi=2.0000 len=644
>k141_287 flag=1 multi=1.0000 len=317
>k141_14 flag=1 multi=1.0000 len=462
>k141_105 flag=1 multi=1.0000 len=380
>k141_273 flag=1 multi=1.0000 len=510
>k141_274 flag=1 multi=1.0000 len=501
>k141_106 flag=0 multi=1.0000 len=977
>k141_107 flag=1 multi=1.0000 len=582
>k141_275 flag=0 multi=1.0000 len=971
>k141_147 flag=1 multi=1.0000 len=347
>k141_148 flag=1 multi=1.0000 len=592
>k141_159 flag=1 multi=1.0000 len=608
>k141_160 flag=1 multi=2.0000 len=346
>k141_149 flag=1 multi=1.0000 len=440
>k141_161 flag=1 multi=1.0000 len=516
>k141_291 flag=1 multi=3.0000 len=612
>k141_249 flag=1 multi=1.0000 len=525
>k141_292 flag=1 multi=2.0000 len=446
>k141_250 flag=1 multi=1.0000 len=411
>k141_293 flag=1 multi=2.0000 len=372
>k141_251 flag=1 multi=1.0000 len=363
>k141_126 flag=1 multi=1.0000 len=582
>k141_18 flag=1 multi=1.0000 len=498
>k141_127 flag=1 multi=1.0000 len=431
>k141_19 flag=1 multi=1.0000 len=522
>k141_128 flag=1 multi=1.0000 len=398
>k141_20 flag=1 multi=1.0000 len=365
>k141_189 flag=1 multi=1.0000 len=609
>k141_190 flag=1 multi=1.0000 len=421
>k141_102 flag=1 multi=1.0000 len=837
>k141_191 flag=1 multi=1.0000 len=514
>k141_103 flag=1 multi=1.0000 len=646
>k141_186 flag=1 multi=1.0000 len=453
>k141_187 flag=0 multi=1.0000 len=474
>k141_104 flag=1 multi=1.0000 len=714
>k141_188 flag=1 multi=1.0000 len=515
>k141_243 flag=1 multi=1.0000 len=495
>k141_222 flag=1 multi=1.0000 len=340
>k141_244 flag=1 multi=1.0000 len=620
>k141_223 flag=1 multi=1.0000 len=493
>k141_245 flag=1 multi=1.0000 len=440
>k141_224 flag=1 multi=1.0000 len=398
>k141_39 flag=1 multi=2.0000 len=417
>k141_336 flag=1 multi=2.0000 len=493
>k141_40 flag=1 multi=2.0000 len=422
>k141_337 flag=1 multi=1.0000 len=392
>k141_41 flag=1 multi=2.0000 len=509
>k141_338 flag=1 multi=1.0000 len=743
>k141_309 flag=1 multi=1.0000 len=595
>k141_310 flag=0 multi=1.0000 len=485
>k141_171 flag=1 multi=1.0000 len=718
>k141_311 flag=1 multi=1.0000 len=396
>k141_172 flag=1 multi=1.0000 len=429
>k141_173 flag=1 multi=1.0000 len=341
>k141_297 flag=1 multi=1.0000 len=622
>k141_144 flag=1 multi=1.0000 len=490
>k141_298 flag=1 multi=2.0000 len=670
>k141_299 flag=1 multi=1.0000 len=438
>k141_111 flag=1 multi=1.0000 len=342
>k141_145 flag=1 multi=3.0000 len=1469
>k141_112 flag=1 multi=1.0000 len=597
>k141_146 flag=0 multi=1.0000 len=202
>k141_113 flag=1 multi=1.0000 len=500
>k141_33 flag=1 multi=2.0000 len=369
>k141_356 flag=1 multi=1.0000 len=1436
>k141_34 flag=1 multi=1.0000 len=896
>k141_35 flag=1 multi=1.0000 len=491
>k141_357 flag=1 multi=1.0000 len=583
>k141_156 flag=1 multi=1.0000 len=305
>k141_157 flag=1 multi=3.0000 len=356
>k141_360 flag=1 multi=1.0000 len=624
>k141_158 flag=1 multi=1.0000 len=361
>k141_361 flag=1 multi=1.0000 len=474
>k141_117 flag=1 multi=1.0000 len=410
>k141_370 flag=1 multi=2.0000 len=594
>k141_118 flag=1 multi=1.0000 len=579
>k141_119 flag=1 multi=2.0000 len=716
>k141_264 flag=1 multi=1.0000 len=464
>k141_371 flag=1 multi=4.0000 len=1339
>k141_265 flag=1 multi=3.0000 len=502
>k141_266 flag=0 multi=1.0000 len=611
>k141_213 flag=1 multi=1.0000 len=798
>k141_214 flag=1 multi=1.0000 len=375
>k141_87 flag=1 multi=1.0000 len=609
>k141_215 flag=1 multi=2.0000 len=851
>k141_324 flag=1 multi=1.0000 len=728
>k141_88 flag=1 multi=1.9719 len=1635
>k141_325 flag=1 multi=1.0000 len=679
>k141_326 flag=1 multi=1.0000 len=521
>k141_89 flag=1 multi=1.0000 len=663
>k141_69 flag=1 multi=1.0000 len=321
>k141_45 flag=0 multi=1.0000 len=398
>k141_71 flag=0 multi=1.0000 len=381
>k141_90 flag=1 multi=1.0000 len=328
>k141_91 flag=0 multi=1.0000 len=306
>k141_46 flag=1 multi=1.0000 len=821
>k141_47 flag=1 multi=2.0000 len=375
>k141_92 flag=1 multi=1.0000 len=464
>k141_207 flag=0 multi=1.0000 len=396
>k141_21 flag=1 multi=1.0000 len=458
>k141_208 flag=1 multi=1.0000 len=319
>k141_209 flag=1 multi=1.0000 len=514
>k141_22 flag=1 multi=3.2658 len=758
>k141_267 flag=1 multi=2.0000 len=361
>k141_23 flag=0 multi=1.0000 len=309
>k141_268 flag=1 multi=1.0000 len=474
>k141_99 flag=1 multi=1.0000 len=624
>k141_269 flag=1 multi=2.0000 len=393
>k141_183 flag=1 multi=3.0000 len=526
>k141_100 flag=1 multi=1.0000 len=731
>k141_101 flag=1 multi=1.0000 len=356
>k141_184 flag=1 multi=2.0000 len=597
>k141_185 flag=1 multi=1.0000 len=689
>k141_219 flag=0 multi=1.0000 len=794
>k141_220 flag=1 multi=1.0000 len=575
>k141_30 flag=1 multi=2.0000 len=701
>k141_31 flag=1 multi=1.0000 len=332
>k141_221 flag=1 multi=1.0000 len=587
>k141_32 flag=1 multi=1.0000 len=491
>k141_252 flag=1 multi=1.6776 len=445
>k141_24 flag=1 multi=1.0000 len=404
>k141_253 flag=1 multi=1.0000 len=427
>k141_25 flag=1 multi=1.0000 len=435
>k141_254 flag=1 multi=1.0000 len=514
>k141_26 flag=1 multi=1.0000 len=495
>k141_168 flag=1 multi=1.0000 len=461
>k141_303 flag=1 multi=1.0000 len=491
>k141_169 flag=1 multi=1.0000 len=513
>k141_304 flag=1 multi=2.0000 len=388
>k141_305 flag=1 multi=1.0000 len=514
>k141_170 flag=1 multi=1.0000 len=736
>k141_294 flag=1 multi=2.0000 len=363
>k141_295 flag=1 multi=1.0000 len=448
>k141_246 flag=1 multi=2.0000 len=561
>k141_296 flag=1 multi=1.0000 len=492
>k141_247 flag=1 multi=1.0000 len=540
>k141_54 flag=1 multi=1.0000 len=366
>k141_55 flag=1 multi=1.0000 len=318
>k141_56 flag=1 multi=2.0000 len=509
>k141_96 flag=1 multi=1.0000 len=444
>k141_248 flag=1 multi=3.0000 len=1501
>k141_97 flag=1 multi=2.0000 len=517
>k141_315 flag=1 multi=1.0000 len=349
>k141_316 flag=1 multi=1.0000 len=435
>k141_98 flag=1 multi=1.0000 len=769
>k141_255 flag=1 multi=1.0000 len=523
>k141_317 flag=1 multi=1.0000 len=700
>k141_256 flag=1 multi=1.0000 len=459
>k141_257 flag=1 multi=2.0000 len=302
>k141_180 flag=1 multi=2.0000 len=629
>k141_42 flag=1 multi=1.0000 len=455
>k141_181 flag=1 multi=1.0000 len=505
>k141_43 flag=0 multi=1.0000 len=305
>k141_182 flag=1 multi=1.0000 len=519
>k141_44 flag=1 multi=1.0000 len=758
>k141_342 flag=1 multi=1.0000 len=562
>k141_343 flag=1 multi=1.0000 len=396
>k141_344 flag=1 multi=2.0000 len=394
>k141_51 flag=1 multi=1.0000 len=711
>k141_66 flag=0 multi=1.0000 len=322
>k141_67 flag=1 multi=1.0000 len=311
>k141_52 flag=1 multi=1.0000 len=693
